Statistical profiling result from isolate-0x7fbf05400000-99871-v8.log, (218829 ticks, 1044 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     38    0.0%    0.0%  RegExp: [^A-Za-z0-9_.~\-%]+
     38    0.0%    0.0%  RegExp: [#:_A-Za-z\u00C0-\u00D6\u00D8-\u00F6\u00F8-\u02FF\u0370-\u037D\u037F-\u1FFF\u200C-\u200D\u2070-\u218F\u2C00-\u2FEF\u3001-\uD7FF\uF900-\uFDCF\uFDF0-\uFFFD\u00B7\u0300-\u036F\u203F-\u2040\.\d-]
     38    0.0%    0.0%  LazyCompile: *isFunction /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/lodash/lodash.js:11715:24
     38    0.0%    0.0%  LazyCompile: *find /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/collection.js:234:9
     38    0.0%    0.0%  LazyCompile: *createConnection node:https:115:26
     38    0.0%    0.0%  LazyCompile: *afterWriteDispatched node:internal/stream_base_commons:155:30
     37    0.0%    0.0%  RegExp: [:_A-Za-z\u00C0-\u00D6\u00D8-\u00F6\u00F8-\u02FF\u0370-\u037D\u037F-\u1FFF\u200C-\u200D\u2070-\u218F\u2C00-\u2FEF\u3001-\uD7FF\uF900-\uFDCF\uFDF0-\uFFFD\u00B7\u0300-\u036F\u203F-\u2040\.\d-]
     37    0.0%    0.0%  LazyCompile: *parserOnMessageComplete node:_http_common:146:33
     37    0.0%    0.0%  LazyCompile: *minimize /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/document.js:3758:18
     37    0.0%    0.0%  LazyCompile: *maybeReadMore_ /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/readable-stream/lib/_stream_readable.js:565:24
     37    0.0%    0.0%  LazyCompile: *log /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/winston/lib/winston/logger.js:207:6
     37    0.0%    0.0%  LazyCompile: *SchemaType.applyGetters /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/schematype.js:1195:45
     36    0.0%    0.0%  LazyCompile: *onceWrapper node:events:622:21
     36    0.0%    0.0%  LazyCompile: *get /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/api/build/src/index.js:64:77
     36    0.0%    0.0%  LazyCompile: *_onServerResponseFinish /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/http.js:401:28
     36    0.0%    0.0%  LazyCompile: *Socket.read node:net:724:33
     36    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/dist/modules/adapters/rest-api/internal-call-axios.provider.js:32:43
     35    0.0%    0.0%  RegExp: ^[\^_`a-zA-Z\-0-9!#$%&'*+.|~]+$
     35    0.0%    0.0%  LazyCompile: *startSpan /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/api/build/src/trace/ProxyTracer.js:31:14
     35    0.0%    0.0%  LazyCompile: *produce /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/dist/modules/messages/providers/webhook-receiver.sqs.js:89:18
     35    0.0%    0.0%  LazyCompile: *get node:internal/streams/writable:791:8
     35    0.0%    0.0%  LazyCompile: *cast /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/cast.js:31:31
     35    0.0%    0.0%  LazyCompile: *_copy node:buffer:205:15
     34    0.0%    0.0%  LazyCompile: *serializeBinary /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/bson/lib/parser/serializer.js:459:25
     34    0.0%    0.0%  LazyCompile: *read /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/utils.js:963:9
     34    0.0%    0.0%  LazyCompile: *processIncomingData /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/cmap/message_stream.js:79:29
     34    0.0%    0.0%  LazyCompile: *EventEmitter.init node:domain:462:29
     34    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/aws-sdk/lib/util.js:720:38
     33    0.0%    0.0%  LazyCompile: *size /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/denque/index.js:94:38
     33    0.0%    0.0%  LazyCompile: *noop node:internal/util/debuglog:47:14
     33    0.0%    0.0%  LazyCompile: *Subscription.unsubscribe /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/rxjs/dist/cjs/internal/Subscription.js:46:51
     33    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sdam/topology.js:528:26
     33    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-aws-sdk/build/src/aws-sdk.js:311:25
     32    0.0%    0.0%  LazyCompile: *write node:buffer:598:12
     32    0.0%    0.0%  LazyCompile: *lookupAndConnect node:net:1107:26
     32    0.0%    0.0%  LazyCompile: *getName node:https:210:43
     32    0.0%    0.0%  LazyCompile: *destroy node:internal/streams/destroy:32:17
     32    0.0%    0.0%  LazyCompile: *_flushOutput node:_http_outgoing:1075:63
     31    0.0%    0.0%  RegExp: ^\w*$
     31    0.0%    0.0%  LazyCompile: *isEmpty /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/lodash/lodash.js:11547:21
     31    0.0%    0.0%  LazyCompile: *clearBuffer node:internal/streams/writable:531:21
     31    0.0%    0.0%  LazyCompile: *applyPaths /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/queryhelpers.js:147:41
     31    0.0%    0.0%  LazyCompile: *SchemaArray.cast /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/schema/array.js:324:38
     31    0.0%    0.0%  LazyCompile: *Query._castConditions /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/query.js:2165:43
     31    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/lodash/lodash.js:1712:22
     30    0.0%    0.0%  LazyCompile: *write_ node:_http_outgoing:831:16
     30    0.0%    0.0%  LazyCompile: *unenroll node:timers:78:18
     30    0.0%    0.0%  LazyCompile: *typeis /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/type-is/index.js:43:17
     29    0.0%    0.0%  LazyCompile: *addListeners /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/aws-sdk/lib/sequential_executor.js:143:38
     29    0.0%    0.0%  LazyCompile: *VirtualType.applyGetters /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/virtualtype.js:142:46
     28    0.0%    0.0%  LazyCompile: *toString /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/utils.js:1063:13
